title,author,release_date,last_updated,language,ebook,character_set_encoding,chapter_count,section_count,lines_count,number_of_words,publish_year
Potterism,Rose Macaulay,"February 19, 2004","February 19, 2004",English,11163,ASCII,14,4,8133,70530,2004
Rough and Tumble Engineering,James H. Maggard,"February 19, 2004","February 19, 2004",English,11164,ASCII,0,4,4069,41661,2004
Wild Wings,Margaret Rebecca Piper,"February 19, 2004","February 19, 2004",English,11165,ASCII,39,4,13997,127561,2004
For Gold or Soul?,Lurana W. Sheldon,"February 19, 2004","February 19, 2004",English,11166,US-ASCII,40,4,8500,65303,2004
Lives of SS. Declan and Mochuda,Anonymous,"February 19, 2004","February 19, 2004",English,11168,ASCII,0,4,3706,38140,2004
"Punch, or the London Charivari, Vol. 153, Aug 15, 1917",Various,"February 19, 2004","February 19, 2004",English,11169,ASCII,0,4,2261,16462,2004
"Atlantic Monthly, Vol. 7, No. 43, May, 1861",Various,"February 19, 2004","February 19, 2004",English,11170,ASCII,4,4,8836,89378,2004
"Uncle Tom's Cabin, Young Folks' Edition",Harriet Beecher Stowe,"February 19, 2004","February 19, 2004",English,11171,US-ASCII,19,4,2798,20072,2004
Abraham Lincoln,John Drinkwater,"February 19, 2004","February 19, 2004",English,11172,ASCII,0,4,3653,21433,2004
"Atlantic Monthly, Vol. 5, No. 27, January, 1860",Various,"February 20, 2004","February 20, 2004",English,11173,ASCII,3,4,8922,88153,2004
"Four Great Americans: Washington, Franklin, Webster, Lincoln",James Baldwin,"February 20, 2004","February 20, 2004",English,11174,ASCII,4,4,5697,42511,2004
"Punchinello, Vol. 1, No. 1, Saturday, April 2, 1870",Various,"February 20, 2004","February 20, 2004",English,11177,ASCII,0,4,2435,15930,2004
"Seeing Europe with Famous Authors, Volume VI",Various,"February 20, 2004","February 20, 2004",English,11179,ASCII,0,4,5789,55630,2004
"The World's Greatest Books, Vol VI.",Various,"February 20, 2004","February 20, 2004",English,11180,ASCII,0,4,13264,112485,2004
Captains All,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11181,ASCII,0,4,963,7635,2004
The Boatswain's Mate,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11182,US-ASCII,0,4,1110,8109,2004
The Nest Egg,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11183,US-ASCII,0,4,938,7582,2004
The Constable's Move,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11184,US-ASCII,0,4,957,7271,2004
Bob's Redemption,W.W. Jacobs,"February 21, 2004","February 21, 2004",English,11185,US-ASCII,0,4,964,8029,2004
Over The Side,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11186,US-ASCII,0,4,754,5951,2004
Four Pigeons,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11187,US-ASCII,0,4,879,7320,2004
The Temptation of Samuel Burge,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11188,US-ASCII,0,4,938,7296,2004
The Madness of Mr. Lister,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11189,US-ASCII,0,4,886,6670,2004
The White Cat,W.W. Jacobs,"February 20, 2004","February 20, 2004",English,11190,US-ASCII,0,4,952,7733,2004
The Americanism of Washington,Henry Van Dyke,"February 20, 2004","February 20, 2004",English,11192,ASCII,0,4,1063,9659,2004
Vignettes in Verse,Matilda Betham,"February 20, 2004","February 20, 2004",English,11194,US-ASCII,0,4,1899,10540,2004
Alcatraz,Max Brand,"February 20, 2004","February 20, 2004",English,11195,ASCII,28,4,7741,72008,2004
"Atlantic Monthly, Vol. 4, No. 21, July, 1859",Various,"February 20, 2004","September 3, 2005",English,11196,ASCII,3,4,9700,94171,2004
Christianity and Islam,C.H. Becker,"February 20, 2004","February 20, 2004",English,11198,ASCII,0,4,2232,20536,2004
"Punch, or the London Charivari, Vol. 156., March 5, 1919",Various,"February 21, 2004","February 21, 2004",English,11201,ASCII,0,4,2324,16721,2004
A Compilation of the Messages and Papers of the Presidents,James D. Richardson,"February 21, 2004","February 21, 2004",English,11202,ASCII,0,4,17922,162613,2004
Narrative of a Survey of the Intertropical and Western Coasts of Australia,Phillip Parker King,"February 21, 2004","February 21, 2004",English,11203,ASCII,20,4,11751,110959,2004
Diseases of the Horse's Foot,Harry Caulton Reeks,"February 21, 2004","February 21, 2004",English,11204,ASCII,24,4,15805,141538,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 21, 2004","February 21, 2004",English,11210,ASCII,0,4,2155,15765,2004
A Minstrel In France,Harry Lauder,"February 21, 2004","February 21, 2004",English,11211,ASCII,28,4,8718,86237,2004
Modern India,William Eleroy Curtis,"February 21, 2004","February 21, 2004",English,11212,ASCII,0,4,15589,146857,2004
Brotherly Love,Mrs. Sherwood,"February 21, 2004","February 21, 2004",English,11213,ASCII,0,4,2283,23145,2004
The Garies and Their Friends,Frank J. Webb,"February 21, 2004","February 21, 2004",English,11214,ASCII,36,4,14359,131981,2004
Poems (1828),Thomas Gent,"February 21, 2004","February 21, 2004",English,11215,ASCII,0,4,4492,25858,2004
The Happy Venture,Edith Ballinger Price,"February 21, 2004","January 8, 2005",English,11216,ASCII,16,4,5042,38769,2004
The Visioning,Susan  Glaspell,"February 21, 2004","February 21, 2004",English,11217,ASCII,41,4,13895,116326,2004
Highroads of Geography,Anonymous,"February 21, 2004","February 21, 2004",English,11218,ASCII,0,4,2904,21239,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 21, 2004","February 21, 2004",English,11219,ASCII,0,4,2002,16091,2004
The Bent Twig,Dorothy Canfield,"February 22, 2004","February 22, 2004",English,11221,ASCII,48,4,17340,163721,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 22, 2004","February 22, 2004",English,11222,ASCII,0,4,2018,15809,2004
Big Timber,Bertrand W. Sinclair,"February 22, 2004","February 22, 2004",English,11223,ASCII,25,4,9462,86673,2004
Utilitarianism,John Stuart Mill,"February 22, 2004","February 22, 2004",English,11224,ASCII,10,4,2964,30878,2004
"Punch, Volume 156, January 22, 1919.",Various,"February 22, 2004","February 22, 2004",English,11225,ASCII,0,4,2453,17536,2004
Building a State in Apache Land,Charles D. Poston,"February 22, 2004","February 22, 2004",English,11226,ASCII,0,4,2399,21081,2004
Ten Boys from Dickens,Kate Dickinson Sweetser,"February 22, 2004","February 22, 2004",English,11227,ASCII,0,4,7135,64979,2004
The Marrow of Tradition,Charles W. Chesnutt,"February 22, 2004","February 22, 2004",English,11228,ASCII,0,4,10141,92200,2004
The Purple Cloud,M.P. Shiel,"February 22, 2004","February 22, 2004",English,11229,ASCII,0,4,10660,105867,2004
MacMillan's Reading Books,Anonymous,"February 22, 2004","February 22, 2004",English,11230,ASCII,0,4,11386,84358,2004
Bullets & Billets,Bruce Bairnsfather,"February 23, 2004","February 23, 2004",English,11232,ASCII,62,4,5229,50162,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 23, 2004","February 23, 2004",English,11233,ASCII,0,4,2007,15844,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 23, 2004","February 23, 2004",English,11234,US-ASCII,0,4,2058,15358,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 23, 2004","February 23, 2004",English,11235,ASCII,0,4,1720,15943,2004
Old Ballads,Various,"February 23, 2004","February 23, 2004",English,11236,ASCII,0,4,2472,12699,2004
The Pearl Box,"""A Pastor""","February 23, 2004","February 23, 2004",English,11237,ASCII,0,4,3906,32467,2004
The Fight For Conservation,Gifford Pinchot,"February 23, 2004","February 23, 2004",English,11238,ASCII,12,4,2908,26317,2004
"The Life and Adventures of Robinson Crusoe Of York, Mariner, Vol. 1",Daniel Defoe,"February 23, 2004","February 23, 2004",English,11239,ASCII,0,4,10650,127424,2004
Wee Ones' Bible Stories,Anonymous,"February 23, 2004","February 23, 2004",English,11241,US-ASCII,0,4,1212,10122,2004
The Life of Michelangelo Buonarroti,John Addington Symonds,"February 23, 2004","February 23, 2004",English,11242,ASCII,16,4,18271,189939,2004
Miles Wallingford,James Fenimore Cooper,"February 23, 2004","February 23, 2004",English,11243,ASCII,0,4,16412,171292,2004
A Project for Flying,Robert Hardley,"February 23, 2004","February 23, 2004",English,11244,ASCII,0,4,1403,12882,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 23, 2004","February 23, 2004",English,11245,ASCII,0,4,2096,15880,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 23, 2004","February 23, 2004",English,11246,ASCII,0,4,1909,15162,2004
The Exploits Of Brigadier Gerard,Arthur Conan Doyle,"February 23, 2004","February 23, 2004",English,11247,ASCII,0,4,7969,77985,2004
The Delights of Wisdom Pertaining to Conjugial Love,Emanuel Swedenborg,"February 23, 2004","February 23, 2004",English,11248,ASCII,0,4,23751,262128,2004
"Four Famous American Writers: Washington Irving, Edgar Allan Poe,",Sherwin Cody,"February 24, 2004","February 24, 2004",English,11249,ASCII,55,4,5574,46831,2004
"Journeys Through Bookland, Vol. 5",Charles Sylvester,"February 24, 2004","February 24, 2004",English,11250,ASCII,0,4,14280,128219,2004
Famous Reviews,Editor: R. Brimley Johnson,"February 24, 2004","February 24, 2004",English,11251,ASCII,0,4,19166,192230,2004
"Martin Hewitt, Investigator",Arthur Morrison,"February 24, 2004","February 24, 2004",English,11252,ASCII,0,4,6455,59828,2004
The Life of Col. James Gardiner,P. Doddridge,"February 24, 2004","February 24, 2004",English,11253,ASCII,16,4,4914,52208,2004
"Poetical Works of Johnson, Parnell, Gray, and Smollett","Samuel Johnson, Thomas Parnell, Thomas Gray, and Tobias Smollett","February 24, 2004","February 24, 2004",English,11254,ASCII,0,4,9263,59162,2004
Slave Narratives: A Folk History of Slavery in the United States,Work Projects Administration,"February 24, 2004","February 24, 2004",English,11255,ASCII,0,4,10486,93228,2004
Social life at Rome in the Age of Cicero,W. Warde Fowler,"February 24, 2004","February 24, 2004",English,11256,ASCII,22,4,11090,102992,2004
Little Folks Astray,Sophia May (Rebecca Sophia Clarke),"February 24, 2004","February 24, 2004",English,11257,US-ASCII,14,4,3859,27816,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 24, 2004","February 24, 2004",English,11258,ASCII,0,4,1479,10386,2004
Polly and the Princess,Emma C. Dowd,"February 24, 2004","February 24, 2004",English,11259,ASCII,37,4,10702,70506,2004
The Kiltartan History Book,Lady I. A. Gregory,"February 24, 2004","February 24, 2004",English,11260,ASCII,0,4,1832,16910,2004
The Adventures of a Special Correspondent,Jules Verne,"February 24, 2004","February 24, 2004",English,11263,ASCII,27,4,9471,75211,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 24, 2004","February 24, 2004",English,11264,ASCII,0,4,2032,16025,2004
"Notes and Queries, No. 2, November 10 1849",Various,"February 24, 2004","February 24, 2004",English,11265,ASCII,0,4,1930,14827,2004
Sonnets,"Nizam-ud-din-Ahmad, (Nawab Nizamat Jung Bahadur)","February 24, 2004","February 24, 2004",English,11266,ASCII,0,4,1407,9062,2004
"The Mirror of Literature, Amusement, and Instruction,",Various,"February 24, 2004","February 24, 2004",English,11267,ASCII,0,4,1965,16240,2004
The Flood,Anonymous,"February 24, 2004","February 24, 2004",English,11268,US-ASCII,0,4,1343,6759,2004
A Practical Illustration of Woman's Right to Labor,Marie E. Zakrzewska,"February 24, 2004","February 24, 2004",English,11270,ASCII,0,4,3717,40834,2004
"The Anti-Slavery Examiner, Part 1 of 4",American Anti-Slavery Society,"February 25, 2004","February 25, 2004",English,11271,ASCII,0,5,24290,249874,2004
"The Anti-Slavery Examiner, Part 2 of 4",American Anti-Slavery Society,"February 25, 2004","February 25, 2004",English,11272,ASCII,14,4,32330,310670,2004
"The Anti-Slavery Examiner, Part 3 of 4",American Anti-Slavery Society,"February 25, 2004","February 25, 2004",English,11273,ASCII,0,6,39886,357808,2004
"The Anti-Slavery Examiner, Part 4 of 4",American Anti-Slavery Society,"February 25, 2004","February 25, 2004",English,11274,US-ASCII,0,4,8345,75607,2004
"The Anti-Slavery Examiner, Omnibus",American Anti-Slavery Society,"February 25, 2004","February 25, 2004",English,11275,ASCII,14,7,103540,984066,2004
Civil Government in the United States Considered with,John Fiske,"February 25, 2004","February 25, 2004",English,11276,ASCII,16,62,14426,119929,2004
Egyptian Ideas of the Future Life,E. A. Wallis Budge,"February 25, 2004","February 25, 2004",English,11277,ASCII,7,4,4911,51285,2004
Folk-Tales of Napoleon,Honore de Balzac and Alexander Amphiteatrof,"February 25, 2004","February 25, 2004",English,11278,ASCII,0,4,1845,16967,2004
The Slim Princess,George Ade,"February 25, 2004","February 25, 2004",English,11279,ASCII,0,4,3223,25355,2004
Maggie Miller,Mary J. Holmes,"February 25, 2004","February 25, 2004",English,11280,ASCII,27,4,8920,84162,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 25, 2004","February 25, 2004",English,11281,ASCII,1,4,2112,15758,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 25, 2004","February 25, 2004",English,11282,ASCII,0,4,2031,16351,2004
Plays of Gods and Men,Lord Dunsany,"February 29, 2004","February 29, 2004",English,11283,ASCII,0,4,6455,23967,2004
"Punch, Volume 156, 26 March 1919",Various,"February 25, 2004","February 25, 2004",English,11284,ASCII,0,4,2328,16209,2004
What is Coming?,H. G. Wells,"February 25, 2004","February 25, 2004",English,11289,ASCII,0,4,6483,65221,2004
Emilie the Peacemaker,Mrs. Thomas Geldart,"February 25, 2004","February 25, 2004",English,11290,US-ASCII,28,4,4709,42580,2004
Travels through the Empire of Morocco,John Buffa,"February 26, 2004","February 26, 2004",English,11297,US-ASCII,0,4,4805,41981,2004
"Wanderings by southern waters, eastern Aquitaine",Edward Harrison Barker,"February 26, 2004","February 26, 2004",English,11298,US-ASCII,0,4,9996,105963,2004
Vain Fortune,George Moore,"February 26, 2004","February 26, 2004",English,11303,US-ASCII,0,4,6489,60701,2004
The Lake,George Moore,"February 26, 2004","February 26, 2004",English,11304,US-ASCII,0,4,7794,78631,2004
The Book of Enterprise and Adventure,Anonymous,"February 26, 2004","February 26, 2004",English,11308,ASCII,0,4,2844,27398,2004
The Booming of Acre Hill,John Kendrick Bangs,"February 26, 2004","November 19, 2004",English,11309,ASCII,0,4,5951,51154,2004
The Masters of the Peaks,Joseph A. Altsheler,"February 26, 2004","February 26, 2004",English,11311,ASCII,15,4,9500,85751,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 26, 2004","February 26, 2004",English,11312,ASCII,0,4,2034,16068,2004
A School History of the United States,John Bach McMaster,"February 26, 2004","February 26, 2004",English,11313,ASCII,36,4,18660,145483,2004
A Compilation of the Messages and Papers of the Presidents,James D. Richardson,"February 26, 2004","February 26, 2004",English,11314,ASCII,0,12,12428,97882,2004
Friendly Fairies,Johnny Gruelle,"February 26, 2004","February 26, 2004",English,11315,US-ASCII,0,4,2616,19559,2004
"Atlantic Monthly, Volume 8, No. 47, September, 1861",Various,"February 26, 2004","February 26, 2004",English,11316,US-ASCII,2,4,9276,87657,2004
The Fairy Godmothers and Other Tales,Mrs. Alfred Gatty,"February 26, 2004","February 26, 2004",English,11319,US-ASCII,0,4,4458,42108,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,"February 26, 2004","February 26, 2004",English,11320,US-ASCII,0,4,2037,16248,2004
"The Mirror of Literature, Amusement, and Instruction.",Various,"February 26, 2004","February 26, 2004",English,11321,US-ASCII,0,4,1963,16254,2004
"The Mirror of Literature, Amusement, and Instruction.",Various,"February 26, 2004","February 26, 2004",English,11322,ASCII,0,4,2011,15712,2004
Caleb Williams,William Godwin,"February 26, 2004","February 26, 2004",English,11323,ASCII,41,4,14285,149182,2004
This Is the End ,Stella Benson,"February 26, 2004","February 26, 2004",English,11324,US-ASCII,0,4,5177,46427,2004
The Happiest Time of Their Lives ,Alice Duer Miller,"February 26, 2004","October 6, 2004",English,11325,US-ASCII,18,4,8625,66954,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 10, No.",Various,"February 26, 2004","February 26, 2004",English,11326,US-ASCII,0,4,2179,16748,2004
English Literature: Modern,G. H. Mair,"February 27, 2004","February 27, 2004",English,11327,ASCII,20,4,6940,68002,2004
The Hunted Woman,James Oliver Curwood,"February 27, 2004","February 27, 2004",English,11328,ASCII,30,4,9908,89888,2004
Lands of the Slave and the Free,Henry A. Murray,"February 27, 2004","February 27, 2004",English,11329,ASCII,64,5,19508,194206,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 27, 2004","February 27, 2004",English,11330,ASCII,0,4,1967,15871,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 27, 2004","February 27, 2004",English,11331,ASCII,0,4,2042,15940,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 27, 2004","February 27, 2004",English,11332,ASCII,0,4,1925,15973,2004
The Pearl Story Book,Mrs. Colman,"February 27, 2004","February 27, 2004",English,11333,US-ASCII,18,4,1965,13981,2004
"Wilson's Tales of the Borders and of Scotland, XXII",various,"February 27, 2004","February 27, 2004",English,11334,ASCII,0,4,8280,80287,2004
The Einstein Theory of Relativity,H.A. Lorentz,"February 27, 2004","February 27, 2004",English,11335,ASCII,0,4,1133,10024,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 27, 2004","February 27, 2004",English,11336,ASCII,0,4,2073,16553,2004
Cowmen and Rustlers,Edward S. Ellis,"February 27, 2004","February 27, 2004",English,11337,US-ASCII,36,4,7541,56978,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,"February 27, 2004","February 27, 2004",English,11338,US-ASCII,0,4,1882,16820,2004
Aesop's Fables,Aesop,"February 27, 2004","February 27, 2004",English,11339,ASCII,0,4,6345,44679,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,"February 27, 2004","February 27, 2004",English,11340,US-ASCII,0,4,2111,15786,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,"February 27, 2004","February 27, 2004",English,11341,US-ASCII,0,4,1964,15816,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,"February 27, 2004","February 27, 2004",English,11342,US-ASCII,0,4,1967,16871,2004
"The Mirror of Literature, Amusement, and Instruction.",Various,"February 27, 2004","February 27, 2004",English,11343,ASCII,0,4,1910,15216,2004
"Scientific American Supplement, No. 415, December 15, 1883",Various,"February 27, 2004","February 27, 2004",English,11344,ASCII,0,4,4194,37922,2004
Education as Service,J. Krishnamurti,"February 27, 2004","February 27, 2004",English,11345,US-ASCII,0,4,1787,17168,2004
The Saint's Tragedy,Charles Kingsley,"February 27, 2004","February 27, 2004",English,11346,US-ASCII,0,9,7901,53167,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 27, 2004","February 27, 2004",English,11347,US-ASCII,0,4,1843,16583,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,"February 27, 2004","February 27, 2004",English,11348,US-ASCII,0,4,2148,16284,2004
Action Front,Boyd Cable (Ernest Andrew Ewart),"February 28, 2004","February 28, 2004",English,11349,ASCII,0,4,7298,68773,2004
"The Mirror of Literature, Amusement, and Instruction.",Various,"February 28, 2004","February 28, 2004",English,11350,ASCII,0,4,1978,16182,2004
"Cape Cod Ballads, and Other Verse",Joseph C. Lincoln,"February 28, 2004","February 28, 2004",English,11351,ASCII,0,4,4161,27572,2004
Germany and the Next War,Friedrich von Bernhardi,"February 28, 2004","August 18, 2005",English,11352,ASCII,28,6,10596,102846,2004
History of Liberia,J.H.T. McPherson,"February 28, 2004","February 28, 2004",English,11353,ASCII,0,4,2279,20366,2004
A Tale of One City: The New Birmingham,Thomas Anderton,"February 28, 2004","February 28, 2004",English,11356,ASCII,0,4,4442,40807,2004
Jimgrim and Allah's Peace,Talbot Mundy,"February 28, 2004","February 28, 2004",English,11357,ASCII,0,4,10178,82618,2004
"Atlantic Monthly, Volume 8, No. 48, October, 1861",Various,"February 28, 2004","February 28, 2004",English,11358,US-ASCII,2,4,8785,91915,2004
"Punch, or the London Charivari, Vol. 156, Feb. 26, 1919",Various,"February 28, 2004","February 28, 2004",English,11359,US-ASCII,0,4,2341,16706,2004
Sacred And Profane Love ,E. Arnold Bennett,"February 28, 2004","February 28, 2004",English,11360,US-ASCII,0,4,7710,64920,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,"February 28, 2004","February 28, 2004",English,11361,US-ASCII,0,4,1957,16131,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,"February 28, 2004","February 28, 2004",English,11362,US-ASCII,0,4,1983,16285,2004
Bayard: The Good Knight Without Fear And Without Reproach,Christopher Hare,"February 28, 2004","February 28, 2004",English,11363,ASCII,9,4,3817,40855,2004
The Fern Lover's Companion,George Henry Tilton,"February 28, 2004","February 28, 2004",English,11365,ASCII,0,4,4484,28208,2004
"The German Classics of The Nineteenth and Twentieth Centuries, Vol. II",Editor-in-Chief: Kuno Francke,"February 28, 2004","February 28, 2004",English,11366,ASCII,34,4,18185,178162,2004
A History of China,Wolfram Eberhard,"February 28, 2004","February 28, 2004",English,11367,ASCII,0,4,16755,158415,2004
Stories of Inventors,Russell Doubleday,"February 29, 2004","February 29, 2004",English,11368,ASCII,0,4,4606,44338,2004
"The Mirror of Literature, Amusement, and Instruction.",Various,"February 29, 2004","February 29, 2004",English,11369,US-ASCII,0,4,1965,16086,2004
"The Mirror of Literature, Amusement, and Instruction,",Various,"February 29, 2004","February 29, 2004",English,11370,US-ASCII,0,4,1907,16125,2004
The Moorland Cottage,Elizabeth Cleghorn Gaskell,"February 29, 2004","February 29, 2004",English,11371,ASCII,11,4,4874,46746,2004
The Nine-Tenths,James Oppenheim,"February 29, 2004","February 29, 2004",English,11372,ASCII,0,4,9863,70653,2004
Through the Wall,Cleveland Moffett,"February 29, 2004","February 29, 2004",English,11373,ASCII,31,4,14181,104752,2004
Fun And Frolic,Various,"February 29, 2004","February 29, 2004",English,11374,US-ASCII,0,4,1530,10444,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,"March 1, 2004","March 1, 2004",English,11375,US-ASCII,0,4,1238,10324,2004
Autobiographical Sketches,Annie Besant,"February 29, 2004","February 29, 2004",English,11376,ASCII,0,4,6800,73988,2004
The Man Whom the Trees Loved,Algernon Blackwood,"February 29, 2004","February 29, 2004",English,11377,ASCII,0,4,3193,29381,2004
"The Mirror Of Literature, Amusement, And Instruction",Various,"February 29, 2004","February 29, 2004",English,11378,ASCII,0,4,1991,15949,2004
Round Anvil Rock,Nancy Huston Banks,"February 29, 2004","February 29, 2004",English,11379,ASCII,1,4,8753,90486,2004
Sermons for the Times,Charles Kingsley,"February 29, 2004","February 29, 2004",English,11381,US-ASCII,0,4,8096,89074,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 29, 2004","February 29, 2004",English,11382,ASCII,0,4,2025,15699,2004
"Scientific American Supplement, Vol. XXI., No. 531, March 6, 1886",Various,"February 29, 2004","February 29, 2004",English,11383,ASCII,0,4,4672,42054,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,"March 1, 2004","March 1, 2004",English,11384,US-ASCII,0,4,1889,16263,2004
"Scientific American Supplement, No. 446, July 19, 1884",Various,"March 1, 2004","March 1, 2004",English,11385,ASCII,0,4,4671,42685,2004
"The Mirror of Literature, Amusement, and Instruction.",Various,"March 1, 2004","March 1, 2004",English,11386,ASCII,0,4,1990,16597,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 1, 2004","March 1, 2004",English,11387,ASCII,0,4,1886,15619,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 1, 2004","March 1, 2004",English,11388,ASCII,0,4,2079,16079,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 1, 2004","March 1, 2004",English,11389,ASCII,0,4,1929,15781,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 1, 2004","March 1, 2004",English,11390,ASCII,0,4,2010,15782,2004
Lectures on Art,Washington Allston,"March 1, 2004","March 1, 2004",English,11391,ASCII,0,4,6095,62551,2004
"Not Pretty, But Precious","John Hay, et al.","March 1, 2004","March 1, 2004",English,11392,ASCII,0,4,9966,98007,2004
Fighting in Flanders,E. Alexander Powell,"March 1, 2004","March 1, 2004",English,11394,US-ASCII,0,4,4740,46074,2004
Cheerful--By Request,Edna Ferber,"March 1, 2004","March 1, 2004",English,11395,ASCII,1,4,10465,89358,2004
"The Works of Samuel Johnson, LL.D, In Nine Volumes",Samuel Johnson,"March 2, 2004","March 2, 2004",English,11397,ASCII,0,4,16925,158067,2004
A further contribution to the study of the mortuary customs of the North American Indians,H. C. Yarrow,"March 2, 2004","March 2, 2004",English,11398,ASCII,0,4,8581,77759,2004
"The Pirates of Malabar, and An Englishwoman in India Two Hundred Years Ago",John Biddulph,"March 2, 2004","March 2, 2004",English,11399,ASCII,22,4,7808,72230,2004
Mystic Isles of the South Seas.,Frederick O'Brien,"March 2, 2004","March 2, 2004",English,11400,ASCII,0,4,16032,153357,2004
"The Mirror of Literature, Amusement, and Instruction.",Various,"March 2, 2004","March 2, 2004",English,11401,ASCII,0,4,1861,16013,2004
The Sky Line of Spruce,Edison Marshall,"March 2, 2004","March 2, 2004",English,11402,ASCII,0,4,9946,92867,2004
Bell's Cathedrals: The Churches of Coventry,Frederic W.  Woodhouse,"February 11, 2007","February 11, 2007",English,11403,ASCII,8,4,3740,30666,2007
"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,"March 2, 2004","March 2, 2004",English,11404,US-ASCII,0,4,2103,16316,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,"March 2, 2004","March 2, 2004",English,11405,US-ASCII,0,4,1955,16081,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,"March 2, 2004","March 2, 2004",English,11406,US-ASCII,0,4,2043,16568,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,"March 2, 2004","March 2, 2004",English,11407,US-ASCII,0,4,1894,15615,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 2, 2004","March 2, 2004",English,11408,ASCII,0,4,2125,16470,2004
The Red Rover,James Fenimore Cooper,"March 2, 2004","March 2, 2004",English,11409,ASCII,0,4,18066,169147,2004
Wanderings in Wessex,Edric Holmes,"March 2, 2004","March 2, 2004",English,11410,ASCII,11,4,10621,96788,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 2, 2004","March 2, 2004",English,11411,ASCII,0,4,1959,16283,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,"March 2, 2004","March 2, 2004",English,11412,US-ASCII,0,4,2050,16223,2004
The Refugees,Arthur Conan Doyle,"March 2, 2004","March 2, 2004",English,11413,US-ASCII,40,4,14639,126365,2004
In the Claws of the German Eagle,Albert Rhys Williams,"March 2, 2004","March 2, 2004",English,11414,US-ASCII,0,4,5730,49069,2004
"Atlantic Monthly, Volume 8, Issue 49, November, 1861",Various,"March 3, 2004","March 3, 2004",English,11415,US-ASCII,2,4,9292,95185,2004
A Description of Modern Birmingham,Charles Pye,"March 3, 2004","March 3, 2004",English,11416,ASCII,0,4,6165,49691,2004
French Mediaeval Romances from the Lays of Marie de France,Marie de France,"March 3, 2004","March 3, 2004",English,11417,ASCII,0,4,7483,77074,2004
The Grafters,Francis Lynde,"March 3, 2004","March 3, 2004",English,11418,ASCII,1,4,11225,91345,2004
"The Love Affairs of Great Musicians, Volume 2",Rupert Hughes,"March 3, 2004","March 3, 2004",English,11419,ASCII,10,4,7570,63835,2004
"The Mirror of Literature, Amusement, and Instruction.",Various,"March 3, 2004","March 3, 2004",English,11420,ASCII,0,4,1699,10549,2004
Russell H. Conwell,Agnes Rush Burr,"March 3, 2004","March 3, 2004",English,11421,ASCII,36,4,10588,103081,2004
